fecha,producto,region,canal,unidades_vendidas,precio_unitario,ingreso
2025-11-19,Monitor,Este,Online,2.0,205.29,410.58
2025-12-02,Auriculares,Oeste,Online,1.0,87.41,87.41
2024-04-21,Mouse,Norte,Tienda,3.0,25.46,76.38
2025-03-06,Teclado,Oeste,Tienda,2.0,45.44,76.24
2025-12-18,Mouse,Oeste,Distribuidor,1.0,20.82,20.82
2024-12-12,Monitor,Oeste,Online,2.0,216.72,433.44
2025-05-10,Monitor,Norte,Distribuidor,4.0,178.62,714.48
2025-05-12,Mouse,Centro,Distribuidor,1.0,21.81,21.81
2024-09-09,Mouse,Centro,Online,1.0,25.7,25.7
2024-09-22,Webcam,Norte,Tienda,4.0,63.63,254.52
2024-12-17,Teclado,Centro,Tienda,5.0,46.69,233.45
2025-05-11,Webcam,Este,Online,5.0,63.32,316.6
2025-12-07,Webcam,Sur,Distribuidor,4.0,52.69,210.76
2024-10-22,Auriculares,Norte,Online,3.0,89.02,267.06
2025-05-06,Monitor,Oeste,Online,1.0,218.92,218.92
2024-08-19,Auriculares,Sur,Online,3.0,93.45,280.35
2024-12-09,Auriculares,Norte,Tienda,5.0,86.51,432.55
2024-08-13,Auriculares,Centro,Tienda,3.0,96.66,289.98
2024-08-09,Auriculares,Centro,Distribuidor,5.0,76.75,383.75
2024-01-12,Webcam,Centro,Online,5.0,63.34,316.7
,Teclado,Sur,Distribuidor,1.0,37.02,37.02
2024-02-22,Teclado,Centro,Online,5.0,43.71,218.55
2024-12-23,Webcam,Norte,Tienda,1.0,63.78,63.78
2024-05-04,Monitor,Centro,Tienda,5.0,222.84,1114.2
2024-10-29,Mouse,Este,Online,4.0,24.34,97.36
2025-11-11,Auriculares,Oeste,Tienda,5.0,87.04,435.2
2024-12-27,Monitor,Sur,Tienda,5.0,221.68,1108.4
2024-12-14,Monitor,Norte,Distribuidor,3.0,178.96,536.88
2024-12-05,Auriculares,Norte,Online,2.0,89.7,179.4
2024-11-04,Mouse,Oeste,Online,5.0,24.6,123.0
2025-11-16,Auriculares,Sur,Online,3.0,91.53,274.59
2025-12-12,Teclado,Oeste,Online,4.0,44.09,176.36
2024-07-30,Monitor,Este,Tienda,3.0,219.54,658.62
2024-03-01,Webcam,Norte,Online,2.0,62.9,125.8
2025-11-03,Teclado,Oeste,Tienda,5.0,44.15,220.75
2025-08-03,Auriculares,Norte,Online,3.0,88.66,265.98
2024-06-28,Teclado,Este,Distribuidor,3.0,39.1,117.3
2024-03-21,Mouse,Centro,Online,3.0,24.72,74.16
2025-04-02,Mouse,Norte,Tienda,1.0,24.45,24.45
2024-11-20,Monitor,Sur,Online,2.0,224.5,449.0
2025-03-20,Teclado,Centro,Online,2.0,46.25,92.5
2025-03-14,Teclado,Sur,Distribuidor,2.0,37.54,75.08
2025-12-08,Monitor,Sur,Online,2.0,226.38,452.76
2024-07-19,Auriculares,Sur,Online,4.0,91.94,367.76
2024-05-24,Monitor,Este,Online,2.0,217.43,434.86
2025-05-10,Auriculares,Oeste,Distribuidor,1.0,72.04,72.04
2024-12-11,Monitor,Oeste,Online,2.0,221.36,442.72
2025-12-05,Teclado,Norte,Online,3.0,44.98,134.94
2025-12-09,Webcam,Norte,Online,4.0,61.32,245.28
2024-04-24,Teclado,Norte,Tienda,1.0,46.22,46.22
2024-11-09,Monitor,Centro,Tienda,1.0,221.2,221.2
2024-09-19,Mouse,Norte,Distribuidor,1.0,20.94,20.94
2025-07-10,Mouse,Sur,Tienda,2.0,24.66,49.32
2024-10-17,Mouse,,Tienda,2.0,25.95,51.9
2025-07-02,Mouse,Norte,Tienda,5.0,25.36,126.8
2024-12-07,Mouse,Norte,Tienda,2.0,25.0,50.0
2024-01-21,Auriculares,Centro,Online,1.0,95.74,95.74
2024-11-06,Mouse,Norte,Distribuidor,3.0,19.95,59.85
2025-04-27,Auriculares,Sur,Tienda,1.0,86.98,86.98
2024-04-25,Auriculares,Este,Tienda,3.0,90.59,271.77
2024-12-19,Auriculares,Centro,Tienda,5.0,92.66,463.3
2024-10-08,Mouse,,Tienda,4.0,25.02,100.08
2024-04-22,Auriculares,Oeste,Online,3.0,87.18,261.54
2024-12-21,Teclado,Oeste,Online,4.0,45.04,180.16
2024-11-06,Mouse,Oeste,Online,4.0,23.98,95.92
2025-11-04,Teclado,Norte,Online,3.0,43.82,131.46
2024-06-25,Monitor,Norte,Online,5.0,221.28,1106.4
2024-12-28,Mouse,Sur,Distribuidor,1.0,20.28,20.28
2024-04-26,Teclado,Centro,Online,3.0,45.81,137.43
2025-11-25,Teclado,Norte,Online,5.0,46.31,231.55
2024-11-12,Teclado,Norte,Online,3.0,46.98,140.94
2025-01-26,Mouse,Norte,Tienda,2.0,24.15,48.3
2024-11-26,Mouse,Norte,Online,3.0,24.47,73.41
2025-12-23,Auriculares,Oeste,Distribuidor,1.0,75.11,75.11
2025-11-21,Auriculares,Centro,Distribuidor,3.0,71.34,214.02
2025-08-06,Mouse,Norte,Tienda,2.0,24.82,49.64
2024-11-28,Auriculares,Centro,Online,1.0,86.92,86.92
2024-10-01,Webcam,Este,Tienda,1.0,60.22,60.22
2024-09-27,Mouse,Norte,Distribuidor,5.0,20.04,100.2
2024-04-07,Mouse,Oeste,Distribuidor,5.0,20.44,102.2
2024-05-08,Monitor,Centro,Online,1.0,222.5,222.5
2025-11-08,Monitor,Sur,Online,3.0,215.91,647.73
2024-06-01,Mouse,Oeste,Online,1.0,25.93,25.93
2025-12-28,Webcam,Este,Online,3.0,63.79,191.37
2024-07-16,Auriculares,Este,Online,3.0,86.68,260.04
2025-09-07,Mouse,Sur,Online,5.0,26.48,132.4
2025-05-07,Mouse,Norte,Online,2.0,25.14,50.28
2024-04-29,Auriculares,Oeste,Distribuidor,3.0,70.37,211.11
2025-04-18,Mouse,Sur,Online,5.0,26.64,133.2
2024-02-19,Auriculares,Oeste,Tienda,2.0,87.94,175.88
2025-05-02,Mouse,Norte,Tienda,2.0,24.74,49.48
2024-06-26,Monitor,Este,Online,1.0,213.93,213.93
2024-11-20,Webcam,Centro,Tienda,4.0,63.73,254.92
2024-03-18,Webcam,Oeste,Online,4.0,66.78,267.12
2024-12-25,Auriculares,Centro,Tienda,5.0,87.08,435.4
2025-11-30,Mouse,Oeste,Tienda,1.0,24.83,729.46
2024-12-02,Auriculares,Oeste,Tienda,3.0,90.12,270.36
2025-08-04,Monitor,Centro,Tienda,1.0,221.5,221.5
2025-08-28,Auriculares,Centro,Online,1.0,89.52,89.52
2024-08-24,Monitor,Centro,Online,4.0,214.43,857.72
2024-08-25,Monitor,Oeste,Online,4.0,215.81,863.24
2024-03-12,Mouse,Sur,Online,5.0,25.62,128.1
2024-05-21,Teclado,Sur,Online,4.0,44.79,179.16
2024-03-18,Auriculares,Sur,Online,4.0,95.76,383.04
2024-12-24,Mouse,Este,Online,4.0,23.85,95.4
2024-04-12,Mouse,Norte,Tienda,1.0,24.3,24.3
2025-12-11,Auriculares,Este,Distribuidor,4.0,74.05,296.2
2025-11-27,Monitor,Oeste,Tienda,1.0,208.5,208.5
2025-09-09,Mouse,Oeste,Online,5.0,25.43,127.15
2025-12-18,Mouse,Centro,Tienda,4.0,24.71,98.84
2024-12-03,Teclado,Norte,Online,2.0,45.75,91.5
2024-11-21,Auriculares,Norte,Online,3.0,89.44,268.32
2025-08-30,Mouse,Norte,Online,2.0,23.38,46.76
2025-04-10,Teclado,Oeste,Online,5.0,46.59,232.95
2025-12-30,Auriculares,Sur,Distribuidor,1.0,72.95,72.95
2024-12-11,Auriculares,Sur,Tienda,1.0,86.38,86.38
2025-12-10,Webcam,Este,Online,1.0,66.55,66.55
2024-01-11,Mouse,Centro,Online,3.0,26.78,80.34
2024-12-11,Mouse,Norte,Distribuidor,4.0,20.78,83.12
2025-03-26,Monitor,Oeste,Online,4.0,214.38,857.52
2025-01-28,Mouse,Norte,Online,2.0,24.26,48.52
2024-03-12,Webcam,Oeste,Tienda,4.0,63.33,253.32
2024-09-24,Mouse,Norte,Online,4.0,24.83,99.32
2025-12-01,Mouse,Norte,Online,4.0,25.6,102.4
2025-05-31,Auriculares,Sur,Tienda,3.0,91.89,275.67
2024-08-27,Teclado,Norte,Tienda,2.0,46.72,93.44
2024-04-14,Auriculares,Centro,Online,5.0,90.81,454.05
2025-12-09,Mouse,Norte,Online,2.0,24.67,49.34
2024-10-26,Monitor,Norte,Tienda,5.0,217.1,1085.5
2024-03-22,Auriculares,Norte,Online,1.0,90.22,90.22
2024-03-07,Monitor,Norte,Tienda,3.0,215.42,646.26
2025-03-22,Mouse,Norte,Distribuidor,4.0,19.8,79.2
2024-08-20,Mouse,Centro,Distribuidor,2.0,21.1,42.2
2024-12-27,Auriculares,Oeste,Tienda,5.0,91.53,457.65
2025-09-06,Mouse,Norte,Online,4.0,24.27,97.08
2025-12-22,Monitor,Este,Tienda,1.0,233.49,233.49
2025-10-08,Auriculares,Sur,Online,3.0,92.16,276.48
2024-12-21,Auriculares,Este,Tienda,2.0,88.17,176.34
2025-11-11,Teclado,Norte,Online,3.0,48.41,145.23
2025-12-23,Mouse,Norte,Online,5.0,25.15,125.75
2025-07-04,Mouse,Sur,Tienda,3.0,23.91,71.73
2024-12-31,Auriculares,Norte,Online,4.0,94.18,376.72
2025-10-14,Mouse,Oeste,Distribuidor,1.0,20.67,20.67
2024-06-26,Monitor,Norte,Tienda,5.0,212.84,1064.2
2025-12-22,Auriculares,Centro,Online,4.0,89.02,356.08
2025-12-29,Webcam,Este,Distribuidor,4.0,51.18,204.72
2024-12-28,Teclado,Norte,Online,3.0,45.2,135.6
2024-06-10,Webcam,Centro,Tienda,5.0,65.0,325.0
2025-03-04,Auriculares,Centro,Online,2.0,91.58,183.16
2024-06-03,Auriculares,Centro,Tienda,1.0,90.11,90.11
2024-12-08,Webcam,Este,Distribuidor,5.0,53.61,268.05
2024-10-22,Monitor,Sur,Online,1.0,216.2,216.2
2024-04-01,Mouse,Este,Tienda,1.0,25.12,25.12
2024-05-03,Auriculares,Centro,Online,2.0,91.15,182.3
2024-09-24,Teclado,Este,Online,4.0,47.06,188.24
2025-12-27,Auriculares,Oeste,Online,2.0,86.01,172.02
2025-03-01,Auriculares,Centro,Online,2.0,91.58,183.16
2024-10-14,Mouse,Este,Online,2.0,23.97,47.94
2024-12-20,Mouse,,Tienda,1.0,25.48,25.48
2024-12-24,Mouse,Este,Tienda,4.0,24.45,97.8
2024-12-12,Monitor,Norte,Online,3.0,215.37,646.11
2025-07-26,Mouse,Norte,Online,5.0,25.76,128.8
2025-09-11,Auriculares,Este,Tienda,1.0,90.73,90.73
2025-11-16,Teclado,Oeste,Tienda,3.0,46.83,140.49
2024-12-19,Monitor,Norte,Tienda,3.0,222.09,666.27
2025-12-04,Webcam,Norte,Tienda,5.0,66.09,330.45
2024-12-19,Auriculares,Norte,Online,2.0,84.99,169.98
2025-09-18,Teclado,Centro,Online,4.0,47.85,191.4
2024-02-22,Monitor,Oeste,Distribuidor,5.0,170.9,854.5
2025-06-10,Auriculares,,Tienda,2.0,84.84,169.68
2024-10-30,Mouse,,Distribuidor,5.0,20.29,101.45
2025-12-16,Auriculares,Norte,Online,5.0,88.36,441.8
2024-11-01,Auriculares,Centro,Tienda,4.0,93.77,375.08
2024-12-31,Teclado,Norte,Distribuidor,1.0,37.93,37.93
2024-03-09,Auriculares,Centro,Distribuidor,3.0,76.78,230.34
2025-07-30,Monitor,Centro,Online,2.0,215.57,431.14
2025-04-08,Auriculares,Oeste,Tienda,1.0,87.05,302.4
2024-11-08,Teclado,Oeste,Tienda,3.0,46.21,138.63
2025-11-12,Mouse,Centro,Tienda,4.0,24.97,99.88
2025-07-20,Mouse,Centro,Online,1.0,25.69,25.69
2024-11-12,Auriculares,Norte,Online,2.0,86.35,172.7
2025-05-04,Mouse,Este,Distribuidor,4.0,19.66,78.64
2025-12-21,Teclado,Oeste,Online,4.0,43.86,175.44
2025-11-21,Mouse,Centro,Online,3.0,25.67,77.01
2025-12-25,Auriculares,Centro,Online,3.0,89.51,268.53
2025-12-05,Webcam,Sur,Online,4.0,67.06,268.24
2025-01-19,Mouse,Oeste,Distribuidor,3.0,20.7,62.1
2024-11-01,Mouse,Centro,Online,4.0,24.63,98.52
2024-06-18,Mouse,Oeste,Tienda,5.0,25.24,126.2
2025-12-02,Monitor,Este,Tienda,5.0,219.23,1096.15
2025-06-04,Teclado,Sur,Online,2.0,45.05,90.1
2025-10-11,Teclado,Norte,Online,2.0,44.62,89.24
2024-11-10,Webcam,Norte,Online,3.0,66.35,199.05
2025-09-04,Auriculares,Norte,Distribuidor,5.0,76.04,380.2
2025-11-30,Monitor,Norte,Tienda,5.0,224.83,1124.15
2025-02-23,Mouse,Sur,Online,5.0,23.25,116.25
2024-04-03,Mouse,Centro,Online,4.0,25.21,100.84
2025-03-16,Mouse,Centro,Online,1.0,23.73,23.73
2024-05-02,Teclado,Norte,Online,4.0,47.32,189.28
2024-12-02,Auriculares,Centro,Online,2.0,91.46,182.92
2025-05-05,Teclado,Sur,Online,3.0,43.32,129.96
2025-01-10,Auriculares,Este,Distribuidor,4.0,69.81,279.24
2025-12-28,Webcam,,Online,2.0,62.19,124.38
2025-05-14,Teclado,Centro,Online,2.0,45.13,90.26
2024-11-03,Monitor,Sur,Tienda,5.0,208.63,1043.15
2024-10-22,Teclado,Norte,Online,1.0,44.23,44.23
2025-07-08,Webcam,Norte,Distribuidor,4.0,55.92,223.68
2024-05-12,Webcam,Oeste,Online,3.0,65.59,196.77
2024-11-25,Mouse,Norte,Distribuidor,4.0,20.8,83.2
2024-03-04,Mouse,Centro,Tienda,3.0,25.07,75.21
2025-01-23,Mouse,Centro,Tienda,1.0,25.87,25.87
2025-12-20,Mouse,,Online,1.0,25.11,25.11
2025-05-06,Teclado,Sur,Tienda,3.0,45.71,137.13
2024-12-24,Monitor,Sur,Online,1.0,208.93,208.93
2024-10-28,Mouse,Oeste,Tienda,5.0,23.61,118.05
2024-03-15,Mouse,Sur,Distribuidor,4.0,19.11,76.44
2024-02-05,Monitor,Norte,Online,3.0,216.53,649.59
,Monitor,Centro,Online,2.0,222.68,445.36
2024-07-14,Teclado,Este,Online,5.0,46.07,230.35
2024-06-30,Teclado,Norte,Distribuidor,5.0,36.48,182.4
2025-05-19,Auriculares,Oeste,Distribuidor,3.0,73.59,220.77
2024-05-04,Auriculares,Norte,Tienda,1.0,85.12,85.12
2024-04-10,Webcam,Centro,Tienda,5.0,65.84,329.2
2024-11-29,Auriculares,Oeste,Online,5.0,84.1,420.5
2025-07-26,Teclado,Este,Online,2.0,46.23,92.46
2025-07-08,Monitor,Centro,Online,3.0,219.64,658.92
2024-06-12,Mouse,Centro,Tienda,5.0,25.42,127.1
2025-03-23,Monitor,Norte,Distribuidor,2.0,184.51,369.02
2025-07-19,Teclado,Norte,Online,2.0,44.43,88.86
2025-09-16,Auriculares,Centro,Tienda,1.0,91.22,91.22
2025-12-24,Mouse,Norte,Online,1.0,25.63,25.63
2024-10-31,Auriculares,Norte,Distribuidor,5.0,72.42,362.1
2025-03-14,Auriculares,Sur,Online,2.0,91.35,182.7
2025-07-05,Mouse,Norte,Online,1.0,25.77,25.77
2025-08-19,Mouse,Este,Distribuidor,4.0,20.94,83.76
2025-06-14,Mouse,Norte,Online,1.0,25.97,25.97
2025-10-14,Teclado,Sur,Online,3.0,45.57,136.71
2024-11-18,Auriculares,Sur,Tienda,1.0,88.13,88.13
2024-08-19,Teclado,Oeste,Online,1.0,46.12,46.12
2024-03-09,Mouse,Norte,Online,4.0,24.52,98.08
2025-04-09,Monitor,Norte,Distribuidor,2.0,181.5,363.0
2024-07-04,Mouse,Sur,Online,2.0,24.25,48.5
2025-11-14,Mouse,Norte,Tienda,5.0,24.71,123.55
2025-10-28,Mouse,Este,Online,5.0,24.84,124.2
2025-02-03,Webcam,Centro,Tienda,4.0,66.62,266.48
2024-02-26,Teclado,Oeste,Distribuidor,5.0,38.62,193.1
2025-12-15,Monitor,Sur,Tienda,4.0,218.9,875.6
2025-12-07,Teclado,Sur,Tienda,3.0,44.93,134.79
,Mouse,Oeste,Tienda,4.0,25.58,102.32
2025-12-03,Mouse,,Distribuidor,4.0,20.36,640.61
2024-04-05,Mouse,Oeste,Online,5.0,25.21,126.05
2024-11-20,Monitor,Norte,Online,4.0,220.65,882.6
2024-12-22,Auriculares,Centro,Distribuidor,5.0,70.68,353.4
2024-12-19,Auriculares,,Tienda,1.0,92.8,92.8
2025-03-27,Teclado,Norte,Online,2.0,43.47,86.94
2024-09-27,Webcam,Norte,Tienda,3.0,64.29,192.87
2025-10-30,Teclado,Este,Online,5.0,43.61,218.05
2025-10-18,Mouse,Norte,Tienda,2.0,25.75,363.21
2024-01-07,Mouse,Oeste,Online,5.0,25.15,125.75
2025-12-26,Mouse,Centro,Distribuidor,5.0,20.81,104.05
2024-11-02,Webcam,Este,Distribuidor,3.0,52.8,158.4
2025-11-01,Teclado,Este,Online,1.0,45.33,45.33
2025-05-20,Webcam,Oeste,Online,2.0,62.49,124.98
2025-12-23,Auriculares,Este,Online,2.0,89.33,178.66
2024-01-09,Mouse,Norte,Online,4.0,27.15,108.6
2025-01-06,Auriculares,Oeste,Online,4.0,91.93,367.72
2025-07-02,Teclado,Este,Distribuidor,5.0,39.05,195.25
2024-07-15,Teclado,Norte,Online,5.0,45.59,227.95
2024-04-13,Webcam,Este,Online,3.0,67.0,201.0
2025-04-07,Auriculares,Este,Tienda,2.0,86.28,172.56
2024-01-03,Monitor,Este,Online,5.0,229.68,1148.4
2024-12-12,Mouse,Oeste,Tienda,2.0,27.14,54.28
2024-06-22,Monitor,Sur,Tienda,3.0,222.45,667.35
2025-12-27,Auriculares,Norte,Tienda,3.0,86.11,258.33
2024-04-30,Teclado,Oeste,Online,4.0,48.31,193.24
2025-02-01,Mouse,Norte,Online,5.0,24.9,124.5
2024-05-15,Auriculares,Sur,Online,1.0,91.53,91.53
2025-12-22,Teclado,Norte,Tienda,5.0,44.06,220.3
2024-04-06,Teclado,Norte,Online,3.0,43.97,131.91
2025-06-17,Teclado,Centro,Online,3.0,45.49,136.47
2025-06-25,Teclado,Este,Online,1.0,43.44,43.44
2024-11-17,Auriculares,Norte,Distribuidor,4.0,73.79,295.16
2025-04-04,Webcam,Oeste,Tienda,5.0,64.11,320.55
2025-07-01,Mouse,Este,Distribuidor,4.0,21.32,85.28
2024-04-24,Mouse,Norte,Online,4.0,25.28,101.12
2025-05-22,Auriculares,Centro,Distribuidor,1.0,74.86,74.86
2025-11-25,Mouse,Centro,Distribuidor,5.0,20.12,100.6
2025-11-27,Teclado,Norte,Online,1.0,44.9,44.9
2025-11-29,Monitor,Centro,Distribuidor,1.0,176.86,176.86
2025-12-22,Teclado,,Tienda,3.0,45.2,135.6
,Auriculares,Oeste,Distribuidor,4.0,70.98,283.92
2024-09-10,Teclado,Centro,Distribuidor,4.0,40.07,773.27
2024-06-11,Auriculares,Oeste,Tienda,2.0,89.49,178.98
2024-06-21,Mouse,Sur,Distribuidor,3.0,19.83,59.49
2025-01-27,Auriculares,Sur,Online,3.0,88.08,264.24
2024-12-04,Auriculares,Norte,Online,4.0,91.66,366.64
2024-11-21,Monitor,Sur,Tienda,2.0,218.86,437.72
2025-03-06,Monitor,Oeste,Online,5.0,227.47,1137.35
2025-11-23,Mouse,Sur,Distribuidor,5.0,19.81,99.05
2025-10-19,Mouse,Sur,Online,4.0,24.91,99.64
2025-11-22,Auriculares,Sur,Distribuidor,4.0,72.94,291.76
2025-01-28,Webcam,Sur,Distribuidor,4.0,50.87,203.48
2024-12-16,Auriculares,Oeste,Tienda,5.0,84.37,421.85
2024-08-06,Auriculares,Sur,Online,4.0,85.01,340.04
2025-12-25,Monitor,Sur,Online,3.0,221.93,665.79
2024-06-25,Auriculares,Sur,Tienda,3.0,92.2,276.6
2024-07-19,Mouse,Oeste,Online,1.0,23.99,23.99
2024-10-30,Webcam,Norte,Online,5.0,61.25,306.25
2024-08-22,Auriculares,Norte,Online,5.0,95.68,478.4
2024-10-17,Webcam,Norte,Distribuidor,5.0,53.37,266.85
2025-11-23,Auriculares,Oeste,Tienda,2.0,87.21,174.42
2025-11-16,Mouse,Centro,Tienda,5.0,24.13,120.65
2025-11-01,Monitor,Oeste,Tienda,5.0,216.27,1081.35
2025-06-29,Mouse,Centro,Online,3.0,25.48,76.44
2024-02-19,Auriculares,,Online,4.0,89.92,359.68
2024-11-24,Mouse,Oeste,Online,3.0,24.88,74.64
2024-05-31,Monitor,Norte,Tienda,5.0,212.62,1063.1
2025-06-21,Mouse,Oeste,Online,4.0,24.65,711.74
2025-11-04,Monitor,Centro,Online,2.0,217.74,435.48
2024-10-31,Mouse,Oeste,Online,4.0,25.21,100.84
2024-05-22,Teclado,Norte,Online,5.0,45.53,227.65
2025-07-29,Mouse,Este,Distribuidor,4.0,20.41,81.64
2024-07-23,Webcam,Norte,Online,3.0,69.33,207.99
2024-11-14,Auriculares,,Distribuidor,5.0,77.53,387.65
2025-10-04,Auriculares,Este,Distribuidor,3.0,71.52,214.56
2025-12-28,Auriculares,Norte,Online,4.0,91.59,366.36
2025-11-10,Auriculares,Centro,Online,4.0,92.69,370.76
2024-11-25,Webcam,Norte,Online,5.0,67.57,828.61
2024-11-19,Mouse,Norte,Distribuidor,2.0,19.98,39.96
2025-06-20,Monitor,Este,Distribuidor,2.0,180.87,361.74
2025-12-25,Auriculares,Sur,Online,1.0,87.06,87.06
2025-06-29,Teclado,Este,Tienda,4.0,46.89,187.56
2024-11-26,Auriculares,Sur,Online,1.0,90.63,90.63
2025-11-16,Auriculares,Norte,Distribuidor,2.0,76.87,153.74
2024-07-18,Mouse,Norte,Tienda,1.0,25.35,25.35
2024-05-28,Webcam,Sur,Online,3.0,62.15,186.45
2025-04-24,Teclado,Norte,Online,5.0,44.79,223.95
2025-05-17,Monitor,Centro,Distribuidor,2.0,181.82,363.64
2025-06-06,Monitor,Sur,Distribuidor,5.0,178.5,892.5
2025-04-25,Teclado,Norte,Tienda,3.0,45.75,137.25
2025-09-21,Mouse,Este,Tienda,5.0,24.88,124.4
2024-11-07,Monitor,Norte,Online,2.0,228.58,457.16
2025-10-08,Monitor,Oeste,Tienda,4.0,222.39,889.56
2025-12-19,Teclado,Este,Online,5.0,45.38,226.9
2024-04-20,Teclado,Oeste,Tienda,3.0,44.85,134.55
2024-12-23,Auriculares,Sur,Distribuidor,3.0,73.59,220.77
2024-02-21,Auriculares,Este,Distribuidor,1.0,74.13,74.13
2025-05-30,Teclado,Centro,Tienda,5.0,46.69,233.45
2025-12-04,Teclado,Sur,Online,5.0,45.32,226.6
2024-01-14,Auriculares,Este,Distribuidor,3.0,73.62,220.86
2025-11-26,Teclado,Centro,Tienda,4.0,43.82,175.28
2025-12-04,Mouse,Sur,Tienda,3.0,24.2,72.6
2024-04-15,Monitor,Este,Tienda,4.0,223.32,893.28
2024-08-24,Mouse,Oeste,Online,2.0,25.5,51.0
2024-02-24,Mouse,Oeste,Distribuidor,3.0,19.95,59.85
2024-08-07,Auriculares,Oeste,Online,3.0,88.88,266.64
2024-10-13,Webcam,Centro,Online,5.0,64.33,321.65
2024-12-01,Auriculares,Norte,Tienda,1.0,90.28,90.28
2024-05-25,Mouse,Oeste,Online,3.0,22.85,68.55
2024-02-19,Teclado,Norte,Online,3.0,44.55,133.65
2024-10-16,Webcam,Centro,Online,4.0,62.17,248.68
2025-03-15,Monitor,Oeste,Distribuidor,3.0,179.69,539.07
2025-10-26,Teclado,,Online,5.0,46.12,230.6
2024-04-26,Teclado,Oeste,Online,4.0,44.54,178.16
2025-01-22,Auriculares,Oeste,Online,4.0,88.88,355.52
2025-12-05,Auriculares,Sur,Distribuidor,1.0,75.96,75.96
2025-06-16,Mouse,Norte,Online,3.0,26.11,78.33
2025-07-08,Auriculares,Centro,Online,3.0,91.8,275.4
2025-05-10,Auriculares,Este,Tienda,2.0,86.38,172.76
2025-06-23,Auriculares,Centro,Online,2.0,90.6,181.2
2025-09-09,Teclado,Sur,Distribuidor,2.0,36.34,72.68
2024-12-11,Auriculares,Este,Distribuidor,4.0,72.45,289.8
2024-08-27,Mouse,Este,Online,4.0,24.45,97.8
,Auriculares,Sur,Tienda,5.0,92.98,464.9
2025-09-24,Monitor,Norte,Online,4.0,213.49,853.96
2025-07-21,Mouse,Este,Tienda,4.0,24.72,98.88
2025-11-11,Mouse,Centro,Tienda,2.0,25.0,50.0
2025-11-17,Mouse,Centro,Tienda,4.0,25.58,102.32
2025-03-23,Teclado,Centro,Tienda,5.0,43.76,218.8
2025-03-10,Teclado,Este,Tienda,3.0,44.87,134.61
2025-04-15,Webcam,Centro,Distribuidor,4.0,53.26,213.04
2024-11-05,Mouse,Norte,Online,2.0,24.63,49.26
2025-04-26,Auriculares,Centro,Distribuidor,3.0,76.65,229.95
2024-07-10,Teclado,Oeste,Tienda,4.0,43.34,173.36
2025-12-12,Auriculares,Este,Distribuidor,4.0,76.18,304.72
2025-10-10,Auriculares,Sur,Tienda,5.0,95.62,478.1
2024-10-13,Auriculares,Norte,Online,2.0,86.09,81.41
2024-10-07,Auriculares,Norte,Online,1.0,92.35,92.35
2025-11-19,Teclado,Norte,Tienda,1.0,46.0,46.0
2024-07-21,Auriculares,Sur,Online,2.0,88.0,176.0
2025-05-26,Webcam,Oeste,Distribuidor,5.0,53.95,269.75
2024-12-30,Monitor,Este,Online,1.0,225.82,225.82
2025-08-07,Auriculares,Norte,Tienda,2.0,86.66,173.32
2024-12-13,Mouse,Centro,Distribuidor,1.0,20.86,20.86
2025-01-06,Auriculares,Este,Online,3.0,92.31,276.93
2024-12-22,Teclado,Oeste,Online,5.0,46.13,230.65
2025-12-10,Teclado,Este,Online,2.0,44.3,88.6
2025-12-15,Teclado,Centro,Tienda,1.0,45.73,45.73
2024-10-23,Webcam,Sur,Online,4.0,64.35,257.4
2025-12-19,Auriculares,Norte,Distribuidor,4.0,73.85,295.4
2024-08-15,Monitor,Norte,Online,5.0,233.15,1165.75
2024-03-01,Auriculares,Oeste,Online,5.0,96.13,480.65
2024-01-15,Teclado,Centro,Online,2.0,45.88,91.76
2024-10-01,Mouse,Centro,Online,5.0,23.78,118.9
2024-02-03,Auriculares,Norte,Online,4.0,92.59,370.36
2024-12-18,Teclado,Norte,Online,3.0,44.04,132.12
2024-01-27,Auriculares,Centro,Online,1.0,86.99,86.99
2025-03-07,Mouse,Norte,Online,5.0,25.55,127.75
2024-11-03,Auriculares,Oeste,Tienda,3.0,92.78,278.34
2025-05-30,Mouse,Centro,Online,3.0,23.84,71.52
2024-11-21,Auriculares,Este,Online,2.0,94.71,189.42
2024-06-11,Teclado,Norte,Online,1.0,44.56,44.56
2025-01-14,Webcam,Centro,Distribuidor,1.0,51.9,51.9
2024-11-22,Teclado,Norte,Distribuidor,4.0,36.96,147.84
2025-12-03,Teclado,Este,Tienda,2.0,45.76,91.52
2025-09-11,Mouse,Norte,Online,3.0,24.5,73.5
2025-11-29,Auriculares,Sur,Tienda,2.0,90.61,181.22
2024-12-12,Mouse,Este,Online,3.0,25.52,76.56
2024-12-05,Monitor,Norte,Online,5.0,213.79,1068.95
2025-11-12,Auriculares,Este,Online,2.0,92.49,184.98
2024-08-23,Auriculares,Sur,Tienda,2.0,83.4,166.8
2024-11-11,Auriculares,Centro,Online,4.0,86.87,347.48
2025-03-17,Webcam,Oeste,Online,1.0,61.05,61.05
2024-01-30,Auriculares,Oeste,Distribuidor,5.0,73.2,366.0
2025-12-03,Auriculares,Norte,Tienda,2.0,89.25,178.5
2025-08-11,Auriculares,Centro,Online,4.0,90.09,360.36
2024-12-11,Webcam,Sur,Online,1.0,64.3,64.3
2025-08-21,Teclado,Oeste,Tienda,4.0,43.78,175.12
